side,state,name,sourceSheet,sourceRowNumber,siteID,targetRowNumber,reason
Spreadsheet 1 not spreadsheet 2,Washington,Peace Arch SP,Washington,102,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Pearrygin Lake SP,Washington,103,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Penrose Point State Park,Washington,104,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Port Defiance Park,Washington,106,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Potholes SP,Washington,98,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Rainbow Falls SP,Washington,107,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Rasar SP,Washington,108,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Riverside SP,Washington,109,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Rockport SP,Washington,110,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Ross Lake NRA,Washington,24,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Saint Edward SP,Washington,111,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,San Juan Islands NM,Washington,46,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Scenic Beach SP,Washington,112,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Schafer SP,Washington,113,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Seaquest SP,Washington,114,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Spencer Spit SP,Washington,115,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Spring Creek National Fish Hatchery,Washington,40,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Steamboat Rock SP,Washington,116,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Twanoh SP,Washington,117,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Twenty-Five Mile Creek SP,Washington,118,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Twin Harbors SP,Washington,119,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Wallace SP,Washington,120,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Washington's State Parks,Washington,50,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Wenatchee Confluence SP,Washington,121,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Willapa Hills Trails,Washington,131,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Wing Luke Museum AA,Washington,132,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Winthrop National Fish Hatchery,Washington,42,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Washington,Yakima Sportsman SP,Washington,122,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,"Washington, D.C.",African American Civil War Memorial,"Washington, DC",2,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,"Washington, D.C.",Capital Hill Park,"Washington, DC",3,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,"Washington, D.C.",Captain John Smith Chesapeake NHT,"Washington, DC",107,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,"Washington, D.C.",Chesapeake & Ohio Canal NHP,"Washington, DC",113,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,"Washington, D.C.",Chesapeake Bay Watershed,"Washington, DC",110,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,"Washington, D.C.",Constitution Gardens,"Washington, DC",10,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,"Washington, D.C.",D.C. Booth Historic National Fish Hatchery,"Washington, DC",12,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,"Washington, D.C.",Dwight D. Eisenhower Memorial,"Washington, DC",11,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,"Washington, D.C.",Fort Circle Parks (part of Civil War Defenses of Washington),"Washington, DC",13,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,"Washington, D.C.","Fort Lincoln, Fort Davis, Fort Dupont, Fort Reno","Washington, DC",14,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,"Washington, D.C.","Fort Stevens, Fort Stanton, Fort Greble","Washington, DC",15,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,"Washington, D.C.",George Washington MP,"Washington, DC",16,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,"Washington, D.C.",Junior Archeologist,"Washington, DC",9,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,"Washington, D.C.","Maryland, Virginia, Washington, D.C.","Washington, DC",17,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,"Washington, D.C.","Maryland, Virginia, Washington, D.C.","Washington, DC",142,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,"Washington, D.C.",Mount Vernon Trail,"Washington, DC",46,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,"Washington, D.C.",National Mall & Memorial Parks,"Washington, DC",47,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,"Washington, D.C.","New York, Pennsylvania, Rhode Island, Virginia, Washington, D.C.","Washington, DC",145,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,"Washington, D.C.",Potomac Heritage NST,"Washington, DC",139,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,"Washington, D.C.",President's Park,"Washington, DC",99,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,"Washington, D.C.",Star-Spangled Banner NHT,"Washington, DC",141,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,"Washington, D.C.",Washington-Rochambeau Revolutionary Route NHT,"Washington, DC",143,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,Appalachian NST,West Virginia,42,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,Babcock SP,West Virginia,36,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,Blackwater Falls Nature Center,West Virginia,15,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,Bluestone NSR,West Virginia,3,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,Cacapon Nature Center,West Virginia,18,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,Chesapeake & Ohio Canal NHP,West Virginia,46,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,Chesapeake Bay Watershed,West Virginia,71,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,City of Barboursville,West Virginia,38,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,Gauley River NRA,West Virginia,4,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,George Washington & Jefferson NF,West Virginia,10,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,Harper's Ferry NHP,West Virginia,40,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,Kanawha State Forest Nature Center,West Virginia,37,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,Lewis and Clark NHT,West Virginia,74,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,Monongahela NF,West Virginia,11,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,National Coal Heritage Area,West Virginia,8,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,New River Gorge NP and Pr,West Virginia,2,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,North Bend SP Nature Center,West Virginia,21,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,Pipestem Nature Center,West Virginia,24,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,Seneca Rocks Discovery Center,West Virginia,39,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,Twin Falls Nature Center,West Virginia,27,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,Tygart Lake Nature Center,West Virginia,30,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,Watoga Nature Center,West Virginia,33,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,West Virginia,West Virginia's SP,West Virginia,13,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wisconsin,45N - 90W Geographic Marker,Wisconsin,48,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wisconsin,Apostle Islands NL,Wisconsin,2,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wisconsin,Beaver Creek Reserve,Wisconsin,49,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wisconsin,Blue Mounds SP,Wisconsin,25,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wisconsin,Cave of the Mounds NNL,Wisconsin,50,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wisconsin,Chequamegon-Nicolet NF (Rhinelander HQ),Wisconsin,23,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wisconsin,Crystal Cave,Wisconsin,51,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wisconsin,EAA AirVenture (Air Show every July in Oshkosh),Wisconsin,52,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wisconsin,Fond du Lac County,Wisconsin,53,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wisconsin,Humboldt Park - City of Milwaukee,Wisconsin,54,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wisconsin,Ice Age NST,Wisconsin,59,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wisconsin,Lake Geneva,Wisconsin,56,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wisconsin,Necedah NWR,Wisconsin,13,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wisconsin,North Country NST,Wisconsin,72,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wisconsin,Saint Croix NSR,Wisconsin,76,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wisconsin,South Shore Line Junior Rail Rangers,Wisconsin,57,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wisconsin,Trempealeau NWR,Wisconsin,12,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wisconsin,Upper Mississippi River NW and FR,Wisconsin,19,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wisconsin,WGN Sky Parlour Junior Rail Ranger,Wisconsin,58,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wisconsin,Whittlesey Creel NWR,Wisconsin,22,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wisconsin,Wisconsin General State Patrol Badge,Wisconsin,47,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wisconsin,Wisconsin State Parks Explorer Program,Wisconsin,28,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Big Cedar Ridge,Wyoming,22,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Big Cedar Ridge Fossil Plant Area,Wyoming,20,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Boysen SP,Wyoming,34,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Bridger-Teton NF,Wyoming,26,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Brush Creek/Hayden Ranger District,Wyoming,27,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Buffalo Bill SP,Wyoming,35,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,California NHT,Wyoming,55,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Flaming Gorge NRA (in Ashley NF),Wyoming,28,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Fort Bridger SHS,Wyoming,36,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Fossil Butte NM,Wyoming,10,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Grizzly and Wolf Discovery Center,Wyoming,21,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Guernsey SP,Wyoming,38,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Hot Springs SP,Wyoming,40,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,"John D. Rockefeller, Jr. MP",Wyoming,14,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Keyhole SP,Wyoming,41,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Legend Rock State Petroglyph Site,Wyoming,42,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Medicine Bow-Routt NF,Wyoming,29,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Medicine Lodge State Archaeological Site,Wyoming,43,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,National Elk Refuge,Wyoming,19,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,National Historic Trails Interpretive Center,Wyoming,23,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Oregon NHT,Wyoming,61,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Pony Express NHT,Wyoming,58,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Pony Express NHT,Wyoming,64,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Seminoe SP,Wyoming,44,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Shell Falls Park,Wyoming,46,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Shoshone NF,Wyoming,30,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,South Pass City SHS,Wyoming,49,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,Thunder Basin NG,Wyoming,31,,,no-confident-match
Spreadsheet 1 not spreadsheet 2,Wyoming,University of Wyoming (UW) Geological Museum,Wyoming,51,,,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Bat explorer,,,jr_bat_explorer,97,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Bay of Plenty,,,jr_bay_of_plenty,103,no-confident-match
Spreadsheet 2 not spreadsheet 1,,California State parks joint junior ranger,,,jr_california_state_parks_joint_junior,206,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Churchill Island,,,jr_churchill_island,317,no-confident-match
Spreadsheet 2 not spreadsheet 1,,El Portal de El Yunque,,,jr_el_portal_de_el_yunque,437,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Florida joint junior ranger(1 badge for most but some have site specific badges!),,,jr_florida_joint_junior,481,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Fort Beauséjour,,,jr_fort_beaus_jour,491,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Fort Témiscamingue National Historic Site,,,jr_fort_t_miscamingue_national_historic_site,535,no-confident-match
Spreadsheet 2 not spreadsheet 1,,General area,,,jr_general_area,570,no-confident-match
Spreadsheet 2 not spreadsheet 1,,https://tinyurl.com/423-National-parks-map,,,jr_https_tinyurl_com_423_national_parks_map,691,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Jean Lafitte National Historical Park,,,jr_jean_lafitte_national_historical_park,732,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Lake Louise,,,jr_lake_louise,795,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Line 145,,,jr_line_145,837,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Louisiana State parks Junior ranger,,,jr_louisiana_state_parks_junior,856,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Luxembourg American Cemetery,,,jr_luxembourg_american_cemetery,863,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Mingan Archipelago National Parc Reserve,,,jr_mingan_archipelago_national_parc_reserve,906,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Minnesota State Parks (Joint all),,,jr_minnesota_state_parks,908,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Nevada state parks Junior Ranger,,,jr_nevada_state_parks_junior,983,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Oxley Creek,,,jr_oxley_creek,1037,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Pinery Provincial Park,,,jr_pinery_provincial_park,1086,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Point Pelee National Park,,,jr_point_pelee_national_park,1102,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Railway explorer,,,jr_railway_explorer,1142,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Rideau Canal National Historic Site - Rideau Canal National Historic Site – Ottawa Locks,,,jr_rideau_canal_national_historic_site,1177,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Rideau Canal National Historic Site - Rideau Canal National Historic Site – Smiths Falls,,,jr_rideau_canal_national_historic_site(2),1178,no-confident-match
Spreadsheet 2 not spreadsheet 1,,San Juan National Historic Site,,,jr_san_juan_national_historic_site,1243,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Shakespear Open Sanctuary,,,jr_shakespear_open_sanctuary,1281,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Sound explorer,,,jr_sound_explorer,1317,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Souteast Rivers Trust,,,jr_souteast_rivers_trust,1318,no-confident-match
Spreadsheet 2 not spreadsheet 1,,South Carolina junior ranger Santee State Park(one badge for all state parks),,,jr_south_carolina_junior_santee_state_park,1319,no-confident-match
Spreadsheet 2 not spreadsheet 1,,State parks non site specific junior ranger programs,,,jr_state_parks_non_site_specific_junior_programs,1340,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Tennessee state parks Junior ranger,,,jr_tennessee_state_parks_junior,1365,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Texas state parks All in one,,,jr_texas_state_parks_all_in_one,1370,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Toronto Zoo,,,jr_toronto_zoo,1395,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Underwater explorer Junior Ranger,,,jr_underwater_explorer_junior,1418,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Vancouver Aquarium,,,jr_vancouver_aquarium,1433,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Vermont state park junior ranger,,,jr_vermont_state_park_junior,1436,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Washington state parks Joint Junior ranger,,,jr_washington_state_parks_joint_junior,1456,no-confident-match
Spreadsheet 2 not spreadsheet 1,,Wisconsin state parks Joint,,,jr_wisconsin_state_parks_joint,1493,no-confident-match
Spreadsheet 2 not spreadsheet 1,,World heritage Junior ranger,,,jr_world_heritage_junior,1498,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alabama,Blakely State Park,,,jr_blakely_state_park,164,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alabama,Chief Vann House Historic Site,,,jr_chief_vann_house_historic_site,309,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alabama,Etowah Mounds State Historic Site,,,jr_etowah_mounds_state_historic_site,452,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alabama,FD Roosevelt State Park Visitor's Center & Registration,,,jr_fd_roosevelt_state_park_s_registration,462,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alabama,George T. Bagby State Park and Lodge,,,jr_george_t_bagby_state_park_and_lodge,576,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alabama,Gulf Islands- Fort Pickens,,,jr_gulf_islands_fort_pickens,645,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alabama,James H. Floyd State Park Office,,,jr_james_h_floyd_state_park_office,721,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alabama,Kolomoki Mounds State Park - Museum,,,jr_kolomoki_mounds_state_park,783,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alabama,Little River NP Canyon,,,jr_little_river_np_canyon,841,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alabama,Little River NP Canyon Falls Park,,,jr_little_river_np_canyon_falls_park,842,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alabama,Little River NP Canyon Mouth Picnic Area,,,jr_little_river_np_canyon_mouth_picnic_area,843,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alabama,New Echota Historic Site,,,jr_new_echota_historic_site,986,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alabama,Wheeler National Wildlife Refuge,,,jr_wheeler_national_wildlife_refuge,1468,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,(See Christiansted),,,jr_unknown(3),1265,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,(See Christiansted) - (See Christiansted)—Buck Island,,,jr_unknown,1263,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,(See Christiansted) - (See Christiansted)—Salt River Bay National Historical Park and Ecological Preserve,,,jr_unknown(2),1264,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,(See Christiansted) - Headquarters—National Capital Parks - East,,,jr_unknown(4),1266,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,(Summer only)Gates Of The Arctic - (Summer only)Gates Of The Arctic —Anaktuvuk Pass Ranger Station,,,jr_gates_of_the_arctic(2),1356,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,(Summer only)Gates Of The Arctic - (Summer only)Gates Of The Arctic —Bettles Ranger Station and Visitor Center,,,jr_gates_of_the_arctic(3),1357,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,(Summer only)Gates Of The Arctic - (Summer only)Gates Of The Arctic—Arctic Interagency Visitor Center,,,jr_gates_of_the_arctic,1355,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,Aleutian Islands WWII National Monument -,,,jr_aleutian_islands_wwii_national_monument,32,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,Denali NP - (Currently Closed 2022)Denali NP—Eielson Visitor Center,,,jr_denali_np(2),398,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,Denali NP - Denali NP—Denali Visitor Center,,,jr_denali_np,397,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,Denali NP - Denali NP—Walter Harper Talkeetna Ranger Station,,,jr_denali_np(3),399,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,Fairbanks Alaska Public Lands,,,jr_fairbanks_alaska_public_lands,455,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,Izembek National Wildlife Refuge Admin Building And Visitor,,,jr_izembek_national_wildlife_refuge_admin_and,715,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,Katmai - Katmai—Brooks Camp Ranger Station,,,jr_katmai(2),758,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,Katmai - Katmai—King Salmon Visitor Center,,,jr_katmai,757,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,Kenai Fjords NP-Exit Glacier,,,jr_kenai_fjords_np_exit_glacier,763,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,Mendenhall Glacier,,,jr_mendenhall_glacier,899,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,Murie Science &,,,jr_murie_science,962,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,Noatak National Preserve,,,jr_noatak_national_preserve,1000,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,Northwest Arctic Heritage Center,,,jr_northwest_arctic_heritage,1009,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,Tetlin Wildlife Refuge Visitor,,,jr_tetlin_wildlife_refuge,1368,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,Wrangell-St. Elias - Wrangell-St. Elias—Chitina Ranger Station,,,jr_wrangell_st_elias(2),1502,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,Wrangell-St. Elias - Wrangell-St. Elias—Kennecott Visitor Center,,,jr_wrangell_st_elias(3),1503,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,Wrangell-St. Elias - Wrangell-St. Elias—Slana Ranger Station,,,jr_wrangell_st_elias,1501,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,Wrangell-St. Elias National Park & Preserve,,,jr_wrangell_st_elias_national_park_preserve,1504,no-confident-match
Spreadsheet 2 not spreadsheet 1,Alaska,Yukon-Charley,,,jr_yukon_charley,1526,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,(Petrified Forest NP) Painted Desert,,,jr_painted_desert,1067,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,(Petrified Forest NP) Painted Desert Inn,,,jr_painted_desert_inn,1068,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,(Petrified Forest NP) Rainbow Forest Museum,,,jr_rainbow_forest,1069,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,**call ahead** Coconino National Forest,,,jr_call_ahead_coconino_national_forest,211,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,"**Call ahead**Bureau of Land Management, Phoenix District Office and Hassayampa/Lower Sonoran Field Offices",,,jr_call_ahead_bureau_of_land_management_phoenix_district_office_and_hassayampa_lowe,210,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,Bureau of Land Management San Pedro Riparian National Conservation Area Administrative Office,,,jr_bureau_of_land_management_san_pedro_riparian_national_conservation_area_administ,198,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,"Bureau of Land Management, Gila District Office and Tucson Field Office",,,jr_bureau_of_land_management_gila_district_office_and_tucson_field_office,196,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,Cabeza Prieta National Wildlife Refuge Administration Office and,,,jr_cabeza_prieta_national_wildlife_refuge_administration_office_and,199,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,Chiricahua,,,jr_chiricahua,314,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,Coronado National Memorial,,,jr_coronado_national_memorial,345,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,Fool Hollow Lake Recreation Area,,,jr_fool_hollow_lake_recreation_area,484,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,Fort Bowie,,,jr_fort_bowie,492,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,Fort Verde State Historic Park,,,jr_fort_verde_state_historic_park,541,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,Glen Canyon NRA - Glen Canyon NRA—Carl Hayden Visitor Center,,,jr_glen_canyon_nra,593,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,Glen Canyon NRA - Glen Canyon NRA—Navajo Bridge Interpretive Center,,,jr_glen_canyon_nra(4),596,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,Grand Canyon,,,jr_grand_canyon,607,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,Grand Canyon North Rim,,,jr_grand_canyon_north_rim,606,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,Grand Canyon South Rim,,,jr_grand_canyon_south_rim,608,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,Jerome State Historic Park,,,jr_jerome_state_historic_park,735,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,Lake Pleasant,,,jr_lake_pleasant,801,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,Madera Cannon,,,jr_madera_cannon,867,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,McFarland State Historic Park,,,jr_mcfarland_state_historic_park,894,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,Mogollon Rim,,,jr_mogollon_rim,929,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,Montezuma Castle,,,jr_montezuma_castle,936,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,Montezuma Well (Montezuma Castle National Monument),,,jr_montezuma_well,938,no-confident-match
Spreadsheet 2 not spreadsheet 1,Arizona,Organ pipe cactus-Kris Eggle,,,jr_organ_pipe_cactus_kris_eggle,1035,no-confident-match
